Unnamed: 0,_id,Memory (RAM),Screen size,Weight,Hard drives,Size (length x width x height),Price,CPU Score,GPU Score,Game,Van Phong,Do Hoa,Lap Trinh,Doanh Nhan
1289,6589cc6e8997406b55ed687a,16,16.0,1.48,1000,,33816000.0,9960,2690,0,1,0,1,0
1291,6589cc6e8997406b55ed687f,8,15.6,2.27,2000,140.0,30479760.0,12434,14693,1,0,0,0,0
1292,6589cc6e8997406b55ed6880,16,15.6,2.2,6000,141.486128,45456000.0,7213,7577,1,0,0,0,0
1295,6589cc6f8997406b55ed6886,16,16.0,2.1,500,104.161734,18696000.0,8018,2690,0,0,1,0,0
1296,6589cc6f8997406b55ed6889,24,14.0,1.65,2000,78.06568,43656000.0,14059,14902,0,0,1,1,0
1297,6589cc6f8997406b55ed688a,8,15.6,2.3,0,131.168037,17232000.0,10370,7869,0,0,1,0,0
1300,6589cc6f8997406b55ed688d,12,15.6,1.65,500,102.681852,18479760.0,7915,2690,0,0,1,0,0
1301,6589cc6f8997406b55ed688e,32,15.6,2.2,2000,134.95768,33599760.0,12128,17090,1,0,0,0,0
1302,6589cc6f8997406b55ed6890,16,16.0,2.03,1000,105.34575,18887760.0,8110,2690,0,0,1,0,0
1305,6589cc708997406b55ed6897,16,14.0,1.65,2000,79.3125,51816000.0,12066,17090,0,0,1,1,0
1308,6589cc718997406b55ed689f,16,15.6,1.75,500,91.41846,19919760.0,8965,4608,0,0,1,0,0
1317,6589cc728997406b55ed68af,16,15.6,1.86,250,121.396482,15333120.0,8649,7041,0,0,1,0,0
1320,6589cc728997406b55ed68b4,12,15.6,1.66,500,96.87195,14376000.0,5125,2690,0,0,1,0,0
1321,6589cc738997406b55ed68b7,32,15.6,1.91,1000,89.683128,43199760.0,13970,12960,0,0,0,0,0
1322,6589cc738997406b55ed68b8,16,15.6,,500,,26376000.0,13152,19573,0,0,0,0,0
1324,6589cc738997406b55ed68bc,8,15.6,2.2,1000,,21336000.0,4666,12960,0,0,1,0,0
1326,6589cc748997406b55ed68c3,16,15.6,,500,,18696000.0,8110,2690,0,0,1,0,0
1327,6589cc748997406b55ed68c5,64,15.6,2.1,2000,107.264352,51576000.0,14917,19573,0,0,1,0,0
1329,6589cc748997406b55ed68cd,32,15.6,2.13,250,133.48,35759760.0,13152,19573,1,0,0,0,0
1331,6589cc758997406b55ed68d0,16,15.6,1.5,4000,126.0,31439760.0,5125,2690,0,1,0,1,0
1333,6589cc758997406b55ed68d9,12,17.3,2.6,500,141.31607,15576000.0,5002,2690,0,1,0,0,0
1334,6589cc758997406b55ed68da,16,14.0,1.36,500,83.49,20400000.0,5524,2690,0,1,0,1,0
1337,6589cc768997406b55ed68e0,32,16.0,2.22,2000,138.6,38639760.0,14003,13834,1,0,0,0,0
1339,6589cc768997406b55ed68e3,16,15.6,1.7,1000,92.908706,13175760.0,5002,2690,0,0,1,0,0
1340,6589cc768997406b55ed68e4,16,15.6,2.3,500,148.414464,18960000.0,4666,7869,0,0,1,0,0
1342,6589cc778997406b55ed68e8,32,15.6,1.86,1000,119.984895,29976000.0,8200,17090,1,0,0,1,0
1344,6589cc778997406b55ed68ea,64,15.6,2.15,500,176.4,64536000.0,12390,25353,1,0,0,0,0
1345,6589cc778997406b55ed68ed,16,14.0,1.5,1000,83.999604,15576000.0,9649,2690,0,0,1,0,0
1346,6589cc778997406b55ed68ef,64,17.3,2.38,2000,124.93026,31896000.0,8018,2690,0,0,1,0,0
1347,6589cc778997406b55ed68f2,16,15.6,2.25,500,,17999760.0,6055,7869,1,0,0,0,0
1351,6589cc788997406b55ed68fd,32,17.3,2.27,1000,160.0,24479760.0,8110,2690,0,0,0,0,0
1352,6589cc788997406b55ed68fe,64,14.0,1.45,2000,94.10192,59016000.0,5002,2690,0,0,0,1,1
1355,6589cc798997406b55ed6902,16,15.6,1.8,8000,102.635062,59976000.0,19204,10708,0,0,0,1,0
1357,6589cc798997406b55ed6905,32,15.6,2.1,1000,107.264352,42216000.0,14917,19573,0,0,1,0,0
1358,6589cc798997406b55ed6908,36,14.0,1.41,1000,132.218502,17496000.0,5002,2690,1,0,0,1,0
1359,6589cc798997406b55ed690a,32,15.6,,1000,136.239028,68864400.0,8989,22459,0,0,0,0,0
1361,6589cc7a8997406b55ed690e,16,14.0,1.43,1000,84.499272,13679760.0,7915,2690,0,1,0,1,0
1362,6589cc7a8997406b55ed690f,16,14.0,1.68,1000,97.608,45120000.0,14059,15536,0,0,1,0,0
1364,6589cc7a8997406b55ed6912,12,15.6,1.65,500,102.681852,14136000.0,5002,2690,0,0,1,0,0
1365,6589cc7a8997406b55ed6915,24,14.0,1.43,1000,84.499272,14399760.0,7915,2690,0,1,0,1,0
1368,6589cc7b8997406b55ed6924,32,15.6,1.75,1000,91.41846,19367760.0,8965,2690,0,0,1,0,0
1370,6589cc7c8997406b55ed6927,8,13.3,,250,96.32287,13679760.0,5002,2690,0,0,0,0,0
1375,6589cc7c8997406b55ed692f,20,14.0,1.5,500,95.340336,11999760.0,5002,2690,0,0,0,1,0
1377,6589cc7c8997406b55ed6931,8,17.3,1.78,120,124.93026,25896000.0,8018,2690,0,0,0,0,0
1378,6589cc7d8997406b55ed6939,32,14.0,1.37,500,80.2769,34607760.0,7915,2690,0,0,0,1,0
1379,6589cc7d8997406b55ed693a,32,15.6,2.49,1000,168.750225,23976000.0,5736,7869,1,0,0,0,0
1381,6589cc7e8997406b55ed6941,32,15.6,2.1,4000,141.24348,40416000.0,12390,10181,1,0,0,0,0
1387,6589cc7e8997406b55ed694c,16,15.6,2.31,500,152.14116,28776000.0,6238,17090,0,0,1,0,0
1388,6589cc7f8997406b55ed694d,64,15.6,,1000,104.736606,16776000.0,5002,2690,0,0,1,0,0
1389,6589cc7f8997406b55ed694e,64,15.6,2.0,2000,107.427216,38376000.0,13152,22459,1,0,0,0,0
1390,6589cc7f8997406b55ed694f,16,15.6,1.7,500,95.472493,11999520.0,5002,2690,0,0,1,0,0
1392,6589cc7f8997406b55ed6953,32,15.6,1.85,2000,88.64856,31199760.0,10548,10181,1,0,0,0,0
1394,6589cc7f8997406b55ed6956,36,17.3,2.1,1000,,22776000.0,5125,2690,0,0,1,0,0
1396,6589cc808997406b55ed6958,8,15.6,1.75,500,91.41846,13368000.0,5002,2690,0,0,1,0,0
1397,6589cc808997406b55ed6959,64,15.6,2.2,1000,134.972656,35256000.0,14003,14693,1,0,0,0,0
1400,6589cc808997406b55ed695d,32,15.6,1.72,1000,94.1034,25919040.0,8965,2690,0,0,1,0,0
1401,6589cc808997406b55ed695e,16,14.0,1.37,1000,83.211492,17999760.0,7915,2690,0,1,0,1,0
1403,6589cc808997406b55ed6961,32,15.6,1.85,1000,88.52228,28776000.0,10548,10181,0,0,0,0,0
1406,6589cc818997406b55ed6968,64,15.6,1.86,2000,119.984895,29999760.0,13152,14693,1,0,0,0,0
1407,6589cc818997406b55ed6969,64,17.3,2.2,3000,129.73527,28799760.0,8965,2690,0,0,1,0,0
1409,6589cc818997406b55ed696d,64,15.6,2.0,4000,109.641792,43176000.0,13152,22459,1,0,0,0,0
1410,6589cc818997406b55ed696e,40,15.6,1.8,4000,102.635062,40296000.0,14917,10708,0,0,0,0,0
1412,6589cc818997406b55ed6971,32,15.6,2.25,2000,182.578125,51599759.0,13152,23757,1,0,0,0,0
1413,6589cc818997406b55ed6972,16,15.6,1.5,1000,92.21254,12936000.0,5481,2690,0,0,1,0,0
1414,6589cc828997406b55ed6973,12,14.0,1.5,250,95.340336,7176000.0,3056,2690,0,1,0,0,0
1420,6589cc838997406b55ed697f,32,15.6,2.0,1000,138.1377,34776000.0,6570,10181,0,0,1,0,0
1421,6589cc838997406b55ed6982,16,15.6,2.25,4000,141.24348,42456000.0,13152,26883,1,0,0,0,0
1424,6589cc838997406b55ed6987,16,15.6,2.09,500,,33480000.0,15486,7041,0,0,1,0,0
1426,6589cc848997406b55ed698b,64,14.0,1.58,500,96.422,22799760.0,5002,2690,0,0,1,0,0
1428,6589cc848997406b55ed698c,32,15.6,2.25,2000,141.24348,35039760.0,13152,26883,1,0,0,0,0
1430,6589cc848997406b55ed6991,16,15.6,2.1,4000,135.47844,,12390,12960,1,0,0,0,0
1433,6589cc848997406b55ed6998,32,16.0,2.79,1000,108.153552,17976000.0,7915,2690,0,0,1,0,0
1434,6589cc858997406b55ed6999,16,15.6,1.68,500,95.472493,13959840.0,5002,2690,0,0,1,0,0
1438,6589cc858997406b55ed699e,16,15.6,1.86,1250,119.984895,16704000.0,4666,7869,0,0,1,0,0
1440,6589cc858997406b55ed69a1,16,16.0,1.48,1000,569.443434,30216000.0,5125,2690,0,1,0,0,0
1443,6589cc858997406b55ed69aa,16,15.6,1.8,500,93.731218,13896000.0,5002,2690,0,0,1,0,0
1444,6589cc868997406b55ed69ab,12,15.6,1.66,500,96.6654,18701040.0,5125,2690,0,0,1,0,0
1445,6589cc868997406b55ed69ae,16,14.0,1.63,1000,68.208336,31416000.0,9649,7869,0,0,0,1,0
1447,6589cc868997406b55ed69b2,16,14.0,2.22,1000,70.82543,24000000.0,8965,7344,0,0,1,0,0
1449,6589cc878997406b55ed69b7,8,14.0,1.5,250,95.340336,11976000.0,5002,2690,0,0,0,0,0
1450,6589cc878997406b55ed69b9,16,15.6,2.0,1000,138.1377,33096000.0,6570,10181,1,0,0,0,0
1453,6589cc878997406b55ed69bc,8,16.0,2.0,500,105.34575,14354640.0,8110,2690,0,0,1,0,0
1455,6589cc878997406b55ed69be,16,15.6,1.86,1250,119.984895,18213120.0,8200,7869,0,0,1,0,0
1456,6589cc878997406b55ed69c0,16,15.6,3.18,1000,,16536000.0,8018,2690,0,0,1,0,0
1459,6589cc888997406b55ed69c4,32,17.0,2.36,1000,123.15072,26639760.0,17231,2690,0,0,0,1,0
1460,6589cc888997406b55ed69c5,32,15.6,2.25,2000,141.24348,35039760.0,13152,26883,1,0,0,0,0
1466,6589cc898997406b55ed69d1,16,16.0,1.81,1000,69.46035,45599760.0,12205,2690,0,1,0,1,0
1471,6589cc898997406b55ed69d9,32,15.6,1.82,1000,91.358928,22799760.0,9960,2690,0,0,1,0,0
1474,6589cc8a8997406b55ed69df,32,15.6,1.86,0,119.984895,22799760.0,10370,14693,1,0,0,0,0
1476,6589cc8a8997406b55ed69e3,16,15.6,1.86,1000,119.984895,21696000.0,10370,14693,1,0,0,0,0
1477,6589cc8a8997406b55ed69e4,16,15.6,1.86,500,,19152000.0,8649,12960,1,0,0,0,0
1479,6589cc8b8997406b55ed69eb,8,14.0,1.4,500,76.8504,17976000.0,7915,2690,0,0,0,0,0
1483,6589cc8b8997406b55ed69f1,32,15.6,2.05,2000,93.105396,20136000.0,5002,2690,0,0,1,0,0
1484,6589cc8b8997406b55ed69f6,64,15.6,2.3,4000,131.561148,22343760.0,10241,7344,1,0,0,0,0
1486,6589cc8c8997406b55ed69fa,16,15.6,1.56,500,74.6112,55199759.0,8018,2690,0,1,0,1,0
1494,6589cc8d8997406b55ed6a0d,40,15.6,1.9,1000,104.355108,55199759.0,13179,25353,0,0,0,1,0
1495,6589cc8e8997406b55ed6a10,24,15.6,1.65,500,102.681852,15576000.0,8018,2690,0,0,1,0,0
1498,6589cc8e8997406b55ed6a15,32,15.6,2.04,4000,101.528,77740320.0,6425,16184,0,0,0,1,0
1501,6589cc8e8997406b55ed6a1b,32,15.6,2.2,1000,134.42,24911760.0,8649,10181,1,0,0,0,0
1504,6589cc8f8997406b55ed6a21,64,15.6,2.18,1000,142.464,83016000.0,12390,22459,1,0,0,0,0
1505,6589cc8f8997406b55ed6a23,16,14.0,1.69,2000,86.58936,43176000.0,5125,2690,0,1,1,1,0
1506,6589cc8f8997406b55ed6a27,16,15.6,1.75,1000,104.593086,29016000.0,8018,2690,0,0,1,0,0
1507,6589cc8f8997406b55ed6a28,32,15.6,2.1,0,135.47844,37199760.0,12390,22459,1,0,0,0,0
1510,6589cc908997406b55ed6a2b,32,17.3,2.49,2000,123.15072,27599760.0,5125,2690,0,0,1,0,0
1511,6589cc908997406b55ed6a2d,64,17.3,2.81,2000,124.93026,21614880.0,8018,2690,0,0,1,0,0
1515,6589cc918997406b55ed6a37,32,15.6,1.75,1000,104.885274,21096000.0,5002,2690,0,0,1,0,0
1518,6589cc918997406b55ed6a41,16,14.0,1.91,500,102.918016,23256000.0,12066,17090,0,0,1,0,0
1519,6589cc918997406b55ed6a43,16,14.0,1.45,2000,73.518132,35976000.0,8018,2690,0,1,0,1,0
1520,6589cc918997406b55ed6a44,64,15.6,1.75,1000,91.41846,22799760.0,8110,2690,0,0,1,0,0
1522,6589cc928997406b55ed6a4a,16,16.0,2.1,1000,104.161734,26616000.0,8018,2690,0,0,1,0,0
1524,6589cc928997406b55ed6a53,32,15.6,1.76,1000,93.52805,27599760.0,8965,2690,0,0,1,0,0
1525,6589cc938997406b55ed6a59,8,15.6,1.63,1000,115.846192,16559760.0,6045,2690,0,0,1,0,0
1527,6589cc938997406b55ed6a5b,32,15.6,2.15,1000,176.4,61416000.0,12390,25353,1,0,0,0,0
1528,6589cc938997406b55ed6a60,16,17.3,2.21,2000,121.078125,25416000.0,5002,3729,0,0,0,0,0
1535,6589cc948997406b55ed6a6b,8,14.0,1.4,500,84.225632,23496000.0,7915,2690,0,0,0,0,0
1536,6589cc948997406b55ed6a6c,16,15.6,1.86,1000,119.984895,20879760.0,4666,7869,0,0,1,0,0
1537,6589cc958997406b55ed6a6f,32,15.6,2.1,1000,107.264352,46536000.0,14917,19573,0,0,1,0,0
1539,6589cc958997406b55ed6a71,16,16.0,1.95,2000,154.0,56136000.0,12472,10181,0,0,0,0,0
1541,6589cc958997406b55ed6a74,24,16.0,2.0,500,120.40974,41256000.0,14917,19573,0,0,1,0,0
1544,6589cc968997406b55ed6a7c,32,15.6,2.1,2000,151.7046,31176000.0,14193,17090,0,0,0,0,0
1545,6589cc968997406b55ed6a7d,36,14.0,1.5,1000,95.340336,13199760.0,5002,2690,1,0,0,1,0
1546,6589cc968997406b55ed6a7f,16,15.6,1.75,1000,91.41846,18959760.0,8965,2690,0,0,1,0,0
1547,6589cc968997406b55ed6a80,32,15.6,1.82,4000,91.358928,56856000.0,5125,2690,0,0,1,0,0
1549,6589cc968997406b55ed6a84,16,15.6,2.1,4000,135.47844,48336000.0,12390,17090,1,0,0,0,0
1552,6589cc978997406b55ed6a8b,8,17.3,3.0,500,171.089088,23278800.0,12159,12960,1,0,0,0,0
1555,6589cc978997406b55ed6a93,16,15.6,2.3,2000,135.052056,24936000.0,4666,7041,0,0,1,0,0
1556,6589cc978997406b55ed6a95,8,15.6,1.8,250,94.05963,10751760.0,6045,2690,0,0,1,0,0
1557,6589cc988997406b55ed6a98,16,15.6,2.25,500,140.58,17736000.0,10305,12960,1,0,0,0,0
1563,6589cc998997406b55ed6aa6,16,15.6,1.5,250,93.765,16056000.0,5002,2690,0,0,1,0,0
1568,6589cc998997406b55ed6aac,8,16.0,1.9,500,106.309484,17111760.0,9649,2690,0,0,1,0,0
1569,6589cc998997406b55ed6aaf,16,15.6,1.8,500,102.23655,13416000.0,5002,2690,0,0,1,0,0
1570,6589cc9a8997406b55ed6ab1,32,14.0,1.59,500,96.422,23519760.0,5002,2690,0,0,0,1,0
1572,6589cc9a8997406b55ed6ab4,8,15.6,2.25,500,142.5,25920000.0,12390,10181,0,0,0,0,0
1573,6589cc9a8997406b55ed6abb,64,15.6,2.1,2000,141.24348,40296000.0,12390,10181,1,0,0,0,0
1574,6589cc9b8997406b55ed6abd,64,15.6,2.27,1000,140.0,34799760.0,6238,12956,1,0,1,0,0
1575,6589cc9b8997406b55ed6abe,8,14.0,1.4,8000,84.225632,50616000.0,5247,2690,0,1,0,0,0
1576,6589cc9b8997406b55ed6abf,16,15.6,1.46,500,67.840308,25199760.0,12205,2690,0,1,0,1,0
1577,6589cc9b8997406b55ed6ac0,8,15.6,1.56,1000,74.6112,39839760.0,8018,2690,0,1,0,0,0
1578,6589cc9b8997406b55ed6ac2,8,15.6,2.31,500,138.753024,14348400.0,12434,10708,0,0,1,0,0
1579,6589cc9b8997406b55ed6ac3,32,15.6,1.86,4000,119.984895,44616000.0,13152,19573,0,0,0,0,0
1580,6589cc9b8997406b55ed6ac5,64,15.6,1.7,500,104.481,44376000.0,5002,2690,0,0,1,0,0
1584,6589cc9c8997406b55ed6ace,12,14.0,1.41,500,84.499272,15336000.0,5002,2690,0,1,0,1,0
1585,6589cc9c8997406b55ed6acf,24,15.6,2.4,1000,107.16,22079760.0,5002,2690,0,0,1,0,0
1586,6589cc9c8997406b55ed6ad0,16,15.6,2.3,500,131.561148,15119760.0,10241,7344,1,0,0,0,0
1590,6589cc9c8997406b55ed6ad6,16,17.3,2.38,1000,168.055296,21576000.0,5002,2690,0,0,0,0,0
1591,6589cc9d8997406b55ed6ad9,32,14.0,1.45,4000,94.10192,58296000.0,5002,2690,0,0,0,1,0
1593,6589cc9d8997406b55ed6adc,32,15.6,2.2,1000,,19199760.0,6055,7869,0,0,1,0,0
1594,6589cc9d8997406b55ed6add,8,15.6,2.2,250,140.798952,19848000.0,4666,12960,0,0,1,0,0
1596,6589cc9d8997406b55ed6ae2,32,15.6,2.7,500,,25176000.0,5125,2690,0,0,1,0,0
1597,6589cc9d8997406b55ed6ae6,16,14.5,1.56,500,75.381432,21192000.0,17231,2690,0,0,0,0,0
1598,6589cc9e8997406b55ed6ae8,64,15.6,2.1,500,141.24348,33816000.0,12390,17090,1,0,0,0,0
1599,6589cc9e8997406b55ed6aea,16,17.3,2.25,500,123.15072,22607760.0,9960,2690,0,0,0,1,0
1601,6589cc9e8997406b55ed6aee,16,17.0,1.78,1000,,16319760.0,5002,2690,0,0,0,0,0
1604,6589cc9f8997406b55ed6af6,16,14.1,1.81,1000,182.0,11736000.0,8018,2690,0,1,1,1,0
1605,6589cc9f8997406b55ed6af9,64,15.6,1.9,8000,102.4974,55896000.0,12472,13283,0,0,0,0,0
1606,6589cc9f8997406b55ed6afa,32,14.0,1.36,500,117.0,32399760.0,5125,2690,0,0,0,1,0
1607,6589cc9f8997406b55ed6afc,16,15.6,2.0,500,155.958,23999760.0,6238,17090,1,0,1,1,0
1609,6589cc9f8997406b55ed6afe,64,15.6,2.2,4000,134.972656,38136000.0,15585,14693,0,0,1,0,0
1610,6589cc9f8997406b55ed6aff,8,15.6,1.75,250,104.885274,17736000.0,5002,2690,0,0,1,0,0
1612,6589cca08997406b55ed6b02,16,17.3,2.72,2000,128.0,41736000.0,5125,2690,0,1,0,0,0
1613,6589cca08997406b55ed6b04,32,15.6,,1000,94.1034,19896000.0,8110,2690,0,0,1,0,0
1614,6589cca08997406b55ed6b09,36,15.6,1.65,1000,102.681852,15119760.0,5002,2690,0,0,1,0,0
1618,6589cca08997406b55ed6b0f,64,15.6,2.18,4000,142.464,53016000.0,12390,22459,1,0,0,0,0
1620,6589cca18997406b55ed6b11,64,15.6,1.9,2000,102.4974,41256000.0,12472,13283,0,0,0,0,0
1621,6589cca18997406b55ed6b13,32,14.0,0.59,500,189.176,68039760.0,4769,2690,0,0,0,1,1
1623,6589cca18997406b55ed6b16,64,15.6,2.0,2000,108.992745,44136000.0,13152,7041,0,0,1,0,0
1624,6589cca18997406b55ed6b19,16,15.6,,0,90.5205,59976000.0,7213,16184,0,0,0,0,0
1625,6589cca18997406b55ed6b1a,32,17.3,2.2,500,124.93026,23039760.0,5002,2690,0,0,1,0,0
1626,6589cca28997406b55ed6b1f,32,15.6,2.18,1000,142.464,63576000.0,12390,22459,1,0,0,0,0
1627,6589cca28997406b55ed6b20,12,17.3,2.3,250,129.73527,17256000.0,5002,2690,0,0,0,0,0
1628,6589cca28997406b55ed6b21,32,17.3,2.8,3000,177.3408,43176000.0,6425,18791,1,0,0,0,0
1629,6589cca28997406b55ed6b22,32,15.6,2.1,500,141.24348,20376000.0,8649,12960,0,0,1,0,0
1630,6589cca28997406b55ed6b23,32,14.0,1.59,1000,79.744,21599760.0,5002,3729,0,0,0,1,0
1636,6589cca38997406b55ed6b2f,16,15.6,1.91,1000,104.498394,44376000.0,14059,17090,0,0,1,0,0
1637,6589cca38997406b55ed6b33,8,15.6,1.9,250,,14399760.0,8919,3729,0,0,1,0,0
1638,6589cca38997406b55ed6b31,40,14.0,1.91,1000,102.918016,29256000.0,12066,17090,1,0,0,0,0
1639,6589cca38997406b55ed6b34,16,15.6,1.65,1000,102.681852,13439760.0,6045,2690,0,0,1,0,0
1640,6589cca48997406b55ed6b35,16,16.0,2.04,500,94.10887,18479760.0,8110,2690,0,0,1,0,0
1641,6589cca48997406b55ed6b36,64,15.6,1.98,1000,125.5671,33599760.0,13152,19573,1,0,0,0,0
1642,6589cca48997406b55ed6b37,8,16.0,1.9,1000,106.309484,18839760.0,9649,2690,0,0,1,0,0
1645,6589cca48997406b55ed6b3e,32,15.6,2.05,8000,124.63037,63096000.0,19204,14693,0,0,1,0,0
1646,6589cca48997406b55ed6b42,8,17.3,4.0,500,,22319520.0,12390,10181,1,0,0,0,0
1649,6589cca58997406b55ed6b47,32,15.6,1.7,2000,95.472493,27096000.0,5125,2690,0,0,1,0,0
1650,6589cca58997406b55ed6b4b,16,16.0,2.79,2000,108.153552,16296000.0,7915,2690,0,0,1,0,0
1651,6589cca58997406b55ed6b4a,48,16.0,2.0,1000,120.40974,44016000.0,14917,19573,0,0,1,0,0
1653,6589cca58997406b55ed6b4e,16,14.0,1.65,1000,78.06568,41976000.0,13179,17090,0,0,1,1,0
1656,6589cca68997406b55ed6b51,32,15.6,1.8,500,97.9575,28056000.0,7915,2690,0,0,1,0,0
1658,6589cca68997406b55ed6b5a,24,15.6,1.68,1000,96.5145,24239760.0,8018,2690,0,0,1,0,0
1660,6589cca78997406b55ed6b5d,8,17.3,2.2,500,121.078125,22776000.0,5002,2690,0,0,0,0,0
1661,6589cca78997406b55ed6b66,16,15.6,1.95,2000,100.8,63576000.0,13179,25353,0,0,0,0,0
1664,6589cca88997406b55ed6b70,32,15.6,2.04,1000,101.528,60940319.0,6425,16184,0,0,0,1,0
1666,6589cca88997406b55ed6b74,64,14.0,1.29,2000,75.1205,26399760.0,4769,2690,0,0,0,1,0
1667,6589cca98997406b55ed6b76,8,15.6,3.08,500,,28764000.0,12390,10181,1,0,0,0,0
1668,6589cca98997406b55ed6b77,12,15.6,1.7,500,95.472493,24216000.0,5125,2690,0,0,1,0,0
1669,6589cca98997406b55ed6b78,40,15.6,2.0,1000,109.641792,32856000.0,6570,10181,0,0,1,0,0
1670,6589cca98997406b55ed6b7a,8,13.3,1.36,250,104.0,22056000.0,5002,2690,0,1,0,0,0
1671,6589cca98997406b55ed6b7b,40,14.0,1.43,1000,84.499272,14879760.0,7915,2690,0,0,0,0,0
1672,6589cca98997406b55ed6b7c,16,16.0,2.1,500,100.3226,37176000.0,9960,12960,1,0,0,0,0
1674,6589cca98997406b55ed6b7e,16,14.0,1.42,1000,61.086216,22440000.0,9960,2690,0,1,0,1,0
1677,6589ccaa8997406b55ed6b88,16,17.3,,1000,117.593,95999760.0,6425,18791,0,0,0,0,0
1680,6589ccaa8997406b55ed6b8c,16,14.5,1.5,1000,79.09433,26376000.0,19204,2690,0,0,0,0,0
1681,6589ccaa8997406b55ed6b8d,32,15.6,1.86,1000,119.984895,32399760.0,8200,17090,1,0,0,1,0
1683,6589ccab8997406b55ed6b8f,16,15.6,2.3,500,135.052056,20328000.0,4666,12960,0,0,1,0,0
1687,6589ccab8997406b55ed6b93,64,15.6,1.69,500,86.69808,35256000.0,9960,17090,1,0,0,0,1
1689,6589ccab8997406b55ed6b95,8,15.6,1.47,250,89.16109,17759760.0,5002,2690,0,0,0,0,0
1691,6589ccab8997406b55ed6b99,32,14.0,1.6,2000,77.52192,38376000.0,17231,2690,0,0,0,1,1
1694,6589ccac8997406b55ed6ba1,16,17.3,2.21,2000,121.078125,33336000.0,5002,3729,0,0,0,0,0
1695,6589ccac8997406b55ed6b9f,32,15.6,1.86,2000,120.105,24696000.0,10370,14693,1,0,0,0,0
1696,6589ccac8997406b55ed6ba2,32,15.6,1.86,1000,119.984895,33599760.0,8200,17090,1,0,0,1,0
1697,6589ccac8997406b55ed6ba5,16,14.0,1.37,500,80.2769,,7915,2690,0,1,0,1,0
1699,6589ccad8997406b55ed6ba8,32,16.0,1.91,2000,100.35072,30000000.0,9960,2690,0,0,1,0,0
1701,6589ccad8997406b55ed6bac,8,14.0,1.45,500,94.10192,31656000.0,5002,2690,0,1,0,0,0
1704,6589ccad8997406b55ed6bae,16,15.6,1.9,2000,102.4974,37416000.0,12472,13283,0,0,0,0,0
1705,6589ccad8997406b55ed6bb1,64,16.0,2.26,4000,135.47844,57480000.0,19204,14693,0,0,0,0,0
1707,6589ccae8997406b55ed6bb7,16,15.6,2.31,1500,149.1,28776000.0,6425,12956,1,0,0,0,0
1709,6589ccae8997406b55ed6bb9,40,14.0,1.68,8000,97.608,90000000.0,14059,15536,0,0,0,1,0
1711,6589ccae8997406b55ed6bbb,32,14.0,1.63,1000,87.576,44159760.0,14003,14693,0,0,0,1,0
1713,6589ccaf8997406b55ed6bbe,16,15.6,2.1,500,141.24348,29976000.0,12390,17090,0,0,0,0,0
1716,6589ccaf8997406b55ed6bc7,16,14.0,2.74,500,,20376000.0,9649,2690,0,0,1,0,0
1721,6589ccb08997406b55ed6bcf,16,14.0,1.5,2000,73.518132,32400000.0,8018,2690,0,1,0,1,0
1722,6589ccb08997406b55ed6bd0,32,15.6,2.1,8000,107.416608,80856000.0,12390,25353,0,0,0,0,0
1723,6589ccb08997406b55ed6bd1,8,15.6,,500,135.052056,18886320.0,4666,12960,0,0,1,0,0
1728,6589ccb18997406b55ed6bdb,8,15.6,2.3,250,,19176000.0,5736,7869,0,0,1,0,0
1729,6589ccb18997406b55ed6bdc,64,15.6,2.1,1000,141.24348,37656000.0,12390,17090,1,0,0,0,0
1731,6589ccb18997406b55ed6be1,16,15.6,1.7,500,,13640160.0,5002,2690,0,0,1,0,0
1732,6589ccb28997406b55ed6be3,64,15.6,1.59,2000,101.53125,28319760.0,5002,2690,0,0,1,0,0
1734,6589ccb28997406b55ed6be7,16,15.6,2.0,0,92.738638,34776000.0,12472,10181,0,0,1,0,0
1735,6589ccb28997406b55ed6be6,20,15.6,1.8,1000,102.23655,12719760.0,5002,2690,0,0,1,0,0
1736,6589ccb28997406b55ed6be9,16,15.6,,250,,25416000.0,5002,2690,0,0,1,0,0
1740,6589ccb38997406b55ed6bf2,32,16.0,1.48,3000,88.94288,46056000.0,12205,2690,0,0,0,1,1
1741,6589ccb38997406b55ed6bf5,16,15.6,2.25,1000,141.24348,33576000.0,13152,17090,1,0,0,0,0
1749,6589ccb58997406b55ed6c0a,32,17.3,2.25,2000,123.15072,26045760.0,9960,2690,0,0,1,0,0
1751,6589ccb58997406b55ed6c10,32,15.6,2.25,1000,141.24348,31199760.0,13152,19573,1,0,0,0,0
1753,6589ccb68997406b55ed6c1b,16,15.6,2.1,1000,,26160000.0,12390,10181,0,0,1,0,0
1755,6589ccb68997406b55ed6c1d,64,15.6,1.86,2000,110.883762,42719760.0,8018,2690,0,0,1,0,0
1756,6589ccb68997406b55ed6c1e,64,17.3,2.2,1120,121.078125,41736000.0,5002,2690,0,0,1,0,0
1757,6589ccb68997406b55ed6c1f,16,17.3,2.54,500,124.98876,29976000.0,5125,2690,0,0,0,0,0
1758,6589ccb78997406b55ed6c22,24,15.6,1.7,1000,104.56992,20159760.0,8018,2690,0,0,1,0,0
1761,6589ccb88997406b55ed6c2c,64,14.0,1.45,4000,94.10192,69816000.0,5002,2690,0,0,0,1,1
1765,6589ccb88997406b55ed6c33,16,16.0,2.26,16000,135.47844,101256000.0,19204,14693,0,0,1,0,0
