Unnamed: 0,_id,Memory (RAM),Screen size,Weight,Hard drives,Size (length x width x height),Price,CPU Score,GPU Score,Game,Van Phong,Do Hoa,Lap Trinh,Doanh Nhan
1,6589cba38997406b55ed5eac,12,15.6,1.7,250,111.005544,13319760.0,5002,2690,0,0,0,0,1
4,6589cba38997406b55ed5eb2,16,15.6,1.86,1000,119.984895,23496000.0,13152,12960,0,0,0,1,0
5,6589cba38997406b55ed5eae,64,17.3,1.51,2000,124.98876,27119760.0,8018,2690,0,0,0,0,1
6,6589cba38997406b55ed5eb5,16,15.6,2.1,1000,111.462,35880000.0,7213,14126,0,0,0,1,0
8,6589cba58997406b55ed5eba,16,14.0,1.3,1000,78.20001,26399760.0,7915,2690,0,1,0,1,1
10,6589cba58997406b55ed5ebe,8,14.0,1.4,2000,76.8504,18696000.0,8110,2690,0,0,0,0,1
12,6589cba58997406b55ed5ec2,16,13.5,1.81,250,112.0,19176000.0,5524,2690,0,0,0,0,1
14,6589cba68997406b55ed5ec5,32,15.6,1.65,4000,83.4624,39096000.0,6045,7869,0,0,0,1,1
18,6589cba68997406b55ed5ecc,16,14.5,1.56,1000,75.381432,21840000.0,17231,2690,0,0,0,0,1
21,6589cba78997406b55ed5ed3,32,15.6,2.1,2000,111.462,43176000.0,7213,16184,0,0,0,1,0
26,6589cba78997406b55ed5ed9,16,14.0,1.63,8000,68.208336,57096000.0,9649,7869,0,0,0,1,0
39,6589cba98997406b55ed5ef2,32,17.3,4.86,500,173.410488,94800000.0,21007,14533,0,0,0,1,0
40,6589cba98997406b55ed5ef0,12,15.6,,250,96.791778,11433840.0,5002,2690,0,0,1,0,1
43,6589cbaa8997406b55ed5ef7,8,14.0,1.19,1000,69.818616,13896000.0,5247,2690,0,1,0,0,1
50,6589cbab8997406b55ed5f0c,64,14.0,1.59,2000,100.999938,57892799.0,4769,2690,0,0,0,1,1
59,6589cbad8997406b55ed5f25,32,15.6,2.25,1000,135.47844,47256000.0,15486,22459,0,0,1,0,0
66,6589cbae8997406b55ed5f31,16,15.6,1.15,1000,84.935964,38376000.0,9960,2690,0,1,0,1,1
70,6589cbaf8997406b55ed5f36,8,14.0,1.98,500,,9454800.0,5002,2690,0,0,0,0,1
72,6589cbaf8997406b55ed5f3a,32,15.6,2.25,2000,135.47844,39576000.0,15486,22459,0,0,1,0,0
76,6589cbb08997406b55ed5f3f,8,13.5,1.21,1000,69.04737,13656000.0,5002,2690,0,1,0,0,1
77,6589cbb08997406b55ed5f41,16,15.6,1.81,500,91.358928,26399760.0,5481,2690,0,0,0,0,1
84,6589cbb18997406b55ed5f50,8,14.0,1.2,1000,66.860955,15359760.0,5125,2690,0,1,0,0,1
88,6589cbb28997406b55ed5f58,16,16.0,2.02,500,106.165332,32376000.0,15486,2690,0,0,0,0,1
91,6589cbb28997406b55ed5f5f,16,16.0,1.19,2000,88.582428,40559760.0,5125,2690,0,1,0,1,1
92,6589cbb28997406b55ed5f60,8,17.3,2.27,1000,160.0,21599760.0,8110,2690,0,0,0,0,1
93,6589cbb28997406b55ed5f61,8,14.0,1.2,500,68.8086,15264000.0,5125,2690,0,1,0,0,1
95,6589cbb28997406b55ed5f63,16,15.6,2.0,500,,33599760.0,13152,22459,0,0,0,0,1
97,6589cbb38997406b55ed5f67,16,16.0,1.81,500,136.8,19655760.0,8110,2690,0,0,0,1,0
99,6589cbb38997406b55ed5f69,16,16.0,,500,,27576000.0,17272,19573,0,0,1,0,0
104,6589cbb48997406b55ed5f71,32,14.0,1.3,1000,81.0411,25438800.0,5524,2690,0,0,0,1,0
110,6589cbb58997406b55ed5f7c,64,16.0,2.1,2000,100.24956,45599760.0,9960,2690,0,0,1,0,0
132,6589cbb98997406b55ed5fad,8,13.3,1.3,1000,55.68,28776000.0,5002,2690,0,1,0,0,0
143,6589cbba8997406b55ed5fc1,16,14.0,1.3,1000,75.460638,23999760.0,5125,2690,0,1,0,1,0
145,6589cbba8997406b55ed5fc3,16,14.0,1.7,8000,85.3866,79536000.0,15486,17090,0,0,1,0,0
146,6589cbbb8997406b55ed5fc5,16,15.6,1.78,500,109.53852,16776000.0,5002,2690,0,0,1,0,0
156,6589cbbc8997406b55ed5fd6,32,13.3,1.26,1000,72.24,23999760.0,5524,2690,0,0,0,1,0
157,6589cbbc8997406b55ed5fd7,16,17.3,4.6,1000,161.5645,28776000.0,14003,19573,0,1,0,1,0
159,6589cbbc8997406b55ed5fdb,64,16.0,2.2,950,171.253602,112296000.0,34939,38875,0,0,1,0,0
165,6589cbbd8997406b55ed5fe6,64,15.6,2.25,2000,141.24348,33071760.0,15486,17090,0,0,1,0,0
166,6589cbbd8997406b55ed5fe7,32,15.6,1.73,1000,96.791778,29736000.0,8018,2690,0,0,1,0,0
170,6589cbbf8997406b55ed5ff5,16,15.6,2.2,1000,134.972656,28334639.0,15486,26883,0,0,1,0,0
191,6589cbc28997406b55ed601e,16,14.0,1.65,8000,84.533064,83256000.0,17509,26883,0,0,1,0,0
193,6589cbc28997406b55ed6021,16,14.0,1.65,1000,84.533064,54696000.0,17509,26883,0,0,1,0,0
204,6589cbc58997406b55ed6033,16,16.0,1.3,2000,95.528867,48456000.0,12205,7041,0,1,0,1,0
212,6589cbc68997406b55ed6049,64,15.6,1.62,2000,100.389828,20831760.0,8018,2690,0,0,1,0,0
216,6589cbc68997406b55ed6050,64,15.6,2.1,4000,97.085755,71976000.0,16894,23757,0,0,1,0,0
218,6589cbc78997406b55ed6053,16,15.6,1.73,1000,96.791778,15576000.0,5002,2690,0,0,1,0,0
224,6589cbc88997406b55ed605b,16,15.6,2.2,1000,134.972656,46320000.0,15486,17090,0,0,1,0,0
227,6589cbc88997406b55ed6060,64,15.6,2.2,16000,134.972656,100776000.0,15486,26883,0,0,1,0,0
229,6589cbc88997406b55ed6064,16,13.4,1.22,500,50.27649,23400000.0,6875,2690,0,1,0,1,0
230,6589cbc98997406b55ed6065,32,15.6,2.22,500,158.144,38976000.0,15486,22459,0,0,1,0,0
237,6589cbc98997406b55ed606d,16,15.6,1.66,1000,108.563751,17183760.0,8018,2690,0,0,1,0,0
251,6589cbcc8997406b55ed608c,16,15.6,2.2,1000,134.972656,31176000.0,15486,19573,0,0,1,0,0
252,6589cbcc8997406b55ed608e,16,15.6,1.73,500,96.791778,16056000.0,5002,2690,0,0,1,0,0
260,6589cbcd8997406b55ed6098,16,15.6,1.66,500,108.563751,22536000.0,8018,2690,0,0,1,0,0
261,6589cbcd8997406b55ed6099,16,13.4,1.3,1000,72.72683,43896000.0,17509,19573,0,1,1,1,0
263,6589cbcd8997406b55ed609b,32,14.5,1.65,1000,77.95851,50376000.0,19204,26883,0,0,1,0,0
267,6589cbcd8997406b55ed60a2,16,15.6,1.66,1000,108.563751,17206560.0,8018,2690,0,0,1,0,0
272,6589cbce8997406b55ed60ac,64,16.0,2.1,2000,119.210256,77496000.0,19204,34630,0,0,1,0,0
284,6589cbd08997406b55ed60be,32,16.0,2.1,1000,99.6769,55751759.0,19204,26883,0,0,1,0,0
285,6589cbd08997406b55ed60bf,8,15.6,,500,,15839760.0,8649,7869,0,0,1,0,0
288,6589cbd08997406b55ed60c2,16,15.6,1.7,500,,23160000.0,5125,2690,0,0,1,0,0
300,6589cbd18997406b55ed60d6,16,14.0,1.58,1000,80.483376,27839760.0,8965,2690,0,0,1,0,0
310,6589cbd38997406b55ed60e6,16,15.6,1.68,2000,97.29,25679760.0,8110,2690,0,0,1,0,0
313,6589cbd38997406b55ed60ed,32,16.0,2.1,2000,105.663636,49896000.0,19204,26883,0,0,1,0,0
318,6589cbd48997406b55ed60f7,16,14.0,1.58,1000,81.834972,21528000.0,8965,2690,0,0,1,0,0
321,6589cbd58997406b55ed60fe,16,15.6,2.25,1000,,43176000.0,16894,17090,0,0,1,0,0
331,6589cbd78997406b55ed611b,16,15.6,1.15,500,84.935964,40799760.0,9960,2690,0,1,0,1,0
337,6589cbd88997406b55ed6122,16,15.6,2.2,1000,134.972656,28488000.0,15486,26883,0,0,1,0,0
340,6589cbd88997406b55ed6124,32,14.0,1.65,2000,80.141736,40296000.0,17509,19573,0,0,1,0,0
344,6589cbd88997406b55ed6129,24,16.0,1.9,4000,109.636832,49416000.0,19204,19573,0,0,1,0,0
345,6589cbd88997406b55ed612a,16,15.6,2.22,2000,158.144,39216000.0,15486,22459,0,0,1,0,0
346,6589cbd88997406b55ed612c,16,14.0,1.29,8000,66.88899,66216000.0,5524,2690,0,1,0,1,0
349,6589cbd98997406b55ed6131,64,16.0,1.99,8000,121.618,87480000.0,17231,26883,0,0,1,0,0
352,6589cbda8997406b55ed613a,64,16.0,4.94,2000,171.253602,107999760.0,34939,38875,0,0,1,1,1
356,6589cbda8997406b55ed6144,32,16.0,1.87,1000,,20352000.0,8018,2690,0,0,1,0,0
365,6589cbdc8997406b55ed6158,16,14.0,2.1,1000,80.483376,21592560.0,8965,2690,0,0,1,0,0
366,6589cbdc8997406b55ed615a,32,17.0,1.35,4000,,46056000.0,12205,2690,0,0,0,1,1
380,6589cbdf8997406b55ed617e,16,15.6,1.81,1000,109.53852,16441920.0,5002,2690,0,0,1,0,0
384,6589cbe08997406b55ed618b,16,13.5,1.27,500,60.6936,43199760.0,5524,2690,0,1,0,1,0
394,6589cbe28997406b55ed61a2,64,16.0,2.26,4000,135.47844,57576000.0,19204,19573,0,0,1,0,0
399,6589cbe28997406b55ed61a7,16,16.0,5.9,1000,124.3683,57096000.0,15486,23757,0,1,1,1,0
401,6589cbe28997406b55ed61a9,32,15.6,4.54,2000,135.47844,35999760.0,15486,22459,0,0,1,1,1
405,6589cbe38997406b55ed61b9,16,17.3,1.35,2000,107.30496,30480000.0,12205,2690,0,1,0,1,0
408,6589cbe48997406b55ed61c4,16,16.0,1.2,2000,87.805608,43176000.0,9960,2690,0,1,0,1,0
411,6589cbe58997406b55ed61cc,64,17.3,4.54,2000,178.238268,47976000.0,16894,17090,0,0,1,1,1
424,6589cbe68997406b55ed61e2,32,17.3,4.72,1000,,79199760.0,15411,27325,0,0,1,1,1
427,6589cbe78997406b55ed61e5,32,14.0,1.13,1000,63.692624,43176000.0,5524,2690,0,0,0,1,0
437,6589cbe88997406b55ed61f8,16,14.0,1.29,8000,66.88899,69816000.0,5002,2690,0,1,0,1,0
459,6589cbec8997406b55ed6227,32,16.0,1.3,1000,92.283636,44376000.0,12205,7041,0,0,0,1,1
469,6589cbee8997406b55ed6238,12,15.6,1.73,250,96.791778,10775520.0,5002,2690,0,0,1,0,0
471,6589cbee8997406b55ed623c,16,14.0,1.65,500,80.141736,33599760.0,17509,19573,0,0,1,0,0
477,6589cbef8997406b55ed624c,32,16.0,0.95,1000,119.210256,51576000.0,19204,26883,0,0,1,1,1
480,6589cbf08997406b55ed6253,16,14.0,1.3,2000,72.959784,,5125,2690,0,1,0,1,0
481,6589cbf08997406b55ed6256,16,15.6,0.77,500,,15096000.0,5002,2690,0,1,0,1,0
489,6589cbf18997406b55ed6263,64,14.0,1.57,2000,77.52192,39599760.0,8018,2690,0,0,1,0,0
491,6589cbf18997406b55ed6266,32,15.6,1.81,1000,75.41625,26879760.0,4769,2690,0,0,1,0,0
495,6589cbf28997406b55ed626e,32,15.6,1.69,1000,108.563751,27359760.0,8965,2690,0,0,1,0,0
498,6589cbf28997406b55ed6275,16,15.6,1.78,500,109.53852,14399760.0,5002,2690,0,0,1,0,0
505,6589cbf38997406b55ed6281,16,16.0,1.27,0,97.633412,38376000.0,12205,2690,0,1,0,1,0
507,6589cbf48997406b55ed6286,32,17.0,1.35,2000,107.30496,,5481,2690,0,0,0,1,0
510,6589cbf48997406b55ed628b,32,14.0,1.65,1000,84.533064,46896000.0,17509,19573,0,0,1,0,0
514,6589cbf58997406b55ed6292,16,17.3,1.35,500,107.30496,24707760.0,12205,2690,0,1,0,1,0
518,6589cbf58997406b55ed6298,64,16.0,2.13,2000,131.5248,81359760.0,27225,26883,0,0,1,0,0
537,6589cbf88997406b55ed62bf,32,14.0,1.13,2000,63.79552,38376000.0,5524,2690,0,0,0,1,0
557,6589cbfb8997406b55ed62e9,16,17.0,1.36,500,108.804234,39816000.0,9960,2690,0,1,0,1,0
562,6589cbfc8997406b55ed62f2,64,16.0,,2000,166.6049,81576000.0,27225,38875,0,0,1,0,0
571,6589cbfd8997406b55ed6305,32,15.6,5.69,0,118.156545,40799760.0,15486,23757,0,0,1,1,1
584,6589cbff8997406b55ed631b,14,14.0,1.0,1000,69.63645,26136000.0,9960,2690,0,1,0,1,0
595,6589cc018997406b55ed6334,16,17.0,1.36,500,107.30496,23928000.0,12205,2690,0,1,0,1,0
599,6589cc038997406b55ed633f,12,15.6,1.78,500,109.53852,14376000.0,5002,2690,0,0,1,0,0
601,6589cc038997406b55ed6344,32,14.0,1.3,2000,72.959784,35616000.0,5125,3729,0,0,0,1,0
610,6589cc048997406b55ed6352,16,14.0,1.29,500,66.88899,27576000.0,5002,2690,0,1,0,1,0
615,6589cc058997406b55ed6359,16,15.6,1.73,1000,109.53852,25896000.0,5125,2690,0,0,1,0,0
634,6589cc088997406b55ed6382,32,15.6,2.3,1000,129.30516,23976000.0,4666,12960,0,0,1,0,0
643,6589cc098997406b55ed6393,32,15.6,1.71,1000,90.58322,21552000.0,6570,2690,0,0,1,0,0
654,6589cc0c8997406b55ed63b0,8,15.6,1.69,250,90.58322,15816000.0,5002,2690,0,0,1,0,0
656,6589cc0c8997406b55ed63b2,16,16.0,1.2,250,,24479760.0,9960,2690,0,1,0,1,0
660,6589cc0c8997406b55ed63bd,8,13.5,1.27,500,432.6,11182080.0,5002,2690,0,1,0,0,0
666,6589cc0d8997406b55ed63c5,16,15.6,1.04,1000,127.743024,24936000.0,10305,12960,0,1,0,1,0
674,6589cc0e8997406b55ed63d6,16,13.3,1.29,500,42.844032,26400000.0,5125,2690,0,1,0,1,0
675,6589cc0e8997406b55ed63d8,32,15.6,2.25,2000,141.24348,52776000.0,19204,26883,0,0,1,0,0
680,6589cc0f8997406b55ed63e1,32,14.0,1.19,500,69.818616,22776000.0,6045,2690,0,0,0,1,0
683,6589cc0f8997406b55ed63e9,16,13.4,1.27,500,52.794384,25656000.0,5481,2690,0,1,0,1,0
684,6589cc108997406b55ed63ea,16,15.6,2.25,1000,141.24348,28223760.0,15486,17090,0,0,1,0,0
685,6589cc108997406b55ed63ec,32,14.0,,1000,,27576000.0,5002,2690,0,0,1,0,0
690,6589cc108997406b55ed63f4,16,17.0,1.35,500,107.30496,26376000.0,5125,2690,0,1,0,1,0
692,6589cc118997406b55ed63fb,16,15.6,5.62,500,156.7638,28557600.0,15486,17090,0,1,1,1,0
693,6589cc118997406b55ed63fd,32,16.0,1.87,1000,101.714258,26399760.0,7915,2690,0,0,1,0,0
697,6589cc128997406b55ed6405,16,15.6,1.65,500,97.888125,18700560.0,8965,2690,0,0,1,0,0
702,6589cc128997406b55ed640e,16,17.0,1.36,2000,107.30496,31176000.0,12205,2690,0,1,0,1,0
707,6589cc138997406b55ed6414,32,13.0,1.35,1000,61.02075,40799760.0,5524,2690,0,0,0,1,0
719,6589cc158997406b55ed642e,16,14.0,1.0,500,69.415149,29736000.0,9960,2690,0,1,0,1,0
739,6589cc188997406b55ed6454,64,16.0,2.2,4000,171.253602,113496000.0,34939,38875,0,0,1,0,0
744,6589cc1a8997406b55ed6461,16,13.4,1.3,1000,72.72683,40776000.0,17509,19573,0,1,1,1,0
756,6589cc1c8997406b55ed6479,64,16.0,,4000,165.445,54456000.0,20930,26883,0,0,1,0,0
769,6589cc1d8997406b55ed648a,16,17.0,1.36,1000,107.30496,28776000.0,12205,2690,0,1,0,1,0
795,6589cc218997406b55ed64bb,16,15.6,1.12,1000,85.50549,23999760.0,5481,2690,0,1,0,1,0
798,6589cc218997406b55ed64c0,48,14.0,1.65,2000,84.533064,53256000.0,17509,19573,0,0,1,0,0
799,6589cc228997406b55ed64c3,12,15.6,1.78,500,109.53852,13176000.0,5002,2690,0,0,1,0,0
808,6589cc238997406b55ed64db,16,15.6,2.08,1000,86.64105,47879280.0,16894,23757,0,0,1,0,0
821,6589cc268997406b55ed64f6,16,15.6,2.2,1000,134.972656,41496000.0,15486,26883,0,0,1,0,0
834,6589cc278997406b55ed650b,8,14.0,1.3,500,72.959784,22776000.0,5125,2690,0,1,0,0,0
836,6589cc288997406b55ed6511,8,15.6,1.71,500,90.58322,15576000.0,5002,2690,0,0,1,0,0
847,6589cc2a8997406b55ed6529,32,17.3,,1000,160.28096,33576000.0,15486,22459,0,0,1,0,0
849,6589cc2a8997406b55ed652e,16,14.0,1.2,1000,60.56232,33599760.0,17231,2690,0,1,0,1,0
856,6589cc2b8997406b55ed653a,8,15.6,2.3,250,135.052056,15986880.0,4666,12960,0,0,1,0,0
861,6589cc2c8997406b55ed6542,16,15.6,1.73,500,96.791778,14856000.0,5002,2690,0,0,1,0,0
866,6589cc2c8997406b55ed654b,64,15.6,1.66,2000,108.563751,20399760.0,8018,2690,0,0,1,0,0
877,6589cc2e8997406b55ed655b,16,14.0,1.72,2000,88.924392,64799759.0,17509,34630,0,0,1,0,0
880,6589cc2e8997406b55ed6562,64,15.6,2.22,1000,158.144,48336000.0,15486,22459,0,0,1,0,0
881,6589cc2e8997406b55ed6564,32,15.6,2.1,4000,97.085755,67656000.0,16894,23757,0,0,1,0,0
882,6589cc2e8997406b55ed6565,32,15.6,1.66,2000,108.563751,18959760.0,8018,2690,0,0,1,0,0
886,6589cc2f8997406b55ed6571,8,14.0,1.19,4000,69.818616,24816000.0,5247,2690,0,1,0,0,0
887,6589cc2f8997406b55ed6572,16,16.0,2.05,1000,108.900324,33576000.0,15486,12960,0,0,1,0,0
894,6589cc308997406b55ed657d,16,13.3,1.16,500,48.57291,28797360.0,8018,2690,0,1,0,1,0
903,6589cc318997406b55ed658e,32,14.0,0.97,500,60.745338,19176000.0,5002,2690,0,0,0,1,0
910,6589cc328997406b55ed659d,32,15.6,1.66,1000,100.8,21336000.0,8018,2690,0,0,1,0,0
920,6589cc348997406b55ed65b2,8,13.5,1.27,500,60.6936,28799760.0,5002,2690,0,1,0,0,0
928,6589cc368997406b55ed65c8,64,16.0,2.1,2000,100.24956,45576000.0,9960,2690,0,0,1,0,0
929,6589cc368997406b55ed65c9,16,13.4,0.91,500,80.645705,24768000.0,6875,2690,0,1,0,1,0
931,6589cc378997406b55ed65ce,8,14.0,1.19,2000,69.818616,16056000.0,5247,2690,0,1,0,0,0
941,6589cc398997406b55ed65e4,32,16.0,1.87,1000,100.35072,25176000.0,7915,2690,0,0,1,0,0
946,6589cc3a8997406b55ed65ef,16,15.6,1.12,2000,85.50549,25199760.0,5481,2690,0,1,0,1,0
956,6589cc3b8997406b55ed6602,16,16.0,1.3,1000,88.023672,45599760.0,12205,7041,0,1,0,1,0
964,6589cc3d8997406b55ed6611,16,15.6,1.7,1000,96.791778,11975760.0,5002,2690,0,0,1,0,0
967,6589cc3d8997406b55ed6615,32,17.0,1.35,2000,106.35303,31199760.0,9960,2690,0,0,0,1,0
974,6589cc3e8997406b55ed6623,32,15.6,2.1,1000,97.085755,65496000.0,16894,23757,0,0,1,0,0
988,6589cc418997406b55ed6643,16,15.6,,1000,,31176000.0,15486,19573,0,0,1,0,0
990,6589cc418997406b55ed6647,32,15.6,2.22,8000,158.144,67776000.0,15486,22459,0,0,1,0,0
998,6589cc428997406b55ed6656,32,14.0,1.7,1000,90.117,50399759.0,17231,19573,0,0,1,0,0
999,6589cc438997406b55ed6657,16,17.3,4.54,1000,160.28096,34775280.0,15486,22459,0,1,1,1,0
1005,6589cc448997406b55ed6667,16,17.0,1.14,500,86.02644,21336000.0,12205,2690,0,1,0,1,0
1011,6589cc458997406b55ed6675,16,16.0,1.19,500,87.805608,37176000.0,5125,2690,0,1,0,1,0
1019,6589cc478997406b55ed6687,32,17.0,1.35,4000,,47256000.0,12205,2690,0,0,0,1,1
1031,6589cc498997406b55ed66a2,16,14.0,1.3,500,72.959784,,5125,2690,0,1,0,1,0
1037,6589cc498997406b55ed66a9,16,16.0,2.0,1000,115.058196,52776000.0,19204,19573,0,0,1,0,0
1045,6589cc4a8997406b55ed66b7,16,13.3,0.99,2000,65.216393,25176000.0,9649,2690,0,1,0,1,0
1050,6589cc4b8997406b55ed66c4,32,17.3,,2000,151.977816,64776000.0,16894,23757,0,0,1,0,0
1055,6589cc4c8997406b55ed66cd,32,14.5,1.59,1000,77.95851,50376000.0,19204,26883,0,0,1,0,0
1063,6589cc4d8997406b55ed66dc,32,15.6,1.7,1000,90.58322,20280000.0,5002,2690,0,0,1,0,0
1068,6589cc4e8997406b55ed66ea,32,15.6,1.66,1000,108.563751,24383760.0,8018,2690,0,0,1,0,0
1072,6589cc4f8997406b55ed66f0,32,13.4,1.35,4000,61.02075,47736000.0,12205,2690,0,0,0,1,1
1074,6589cc4f8997406b55ed66f4,64,14.0,0.97,2000,60.745338,31176000.0,5002,2690,0,0,0,1,0
1106,6589cc538997406b55ed672b,16,15.6,2.2,2000,134.972656,29976000.0,15486,19573,0,0,1,0,0
1107,6589cc538997406b55ed672c,32,17.0,1.35,1000,107.30496,32639760.0,12205,2690,0,0,0,1,1
1112,6589cc548997406b55ed6735,40,16.0,1.9,8000,109.636832,70296000.0,19204,19573,0,0,1,0,0
1115,6589cc548997406b55ed673b,64,16.0,2.1,2000,119.210256,65496000.0,19204,26883,0,0,1,0,0
1117,6589cc548997406b55ed673e,32,15.6,2.2,500,134.972656,28776000.0,15486,19573,0,0,1,0,0
1121,6589cc558997406b55ed6743,16,17.0,1.35,500,106.42436,32616000.0,9960,2690,0,1,0,1,0
1122,6589cc558997406b55ed6744,16,17.0,,1000,172.76541,62399759.0,27225,26883,0,0,1,0,0
1125,6589cc558997406b55ed6748,16,13.3,1.27,1000,84.0,22296000.0,5125,2690,0,1,0,1,0
1126,6589cc558997406b55ed674a,32,15.6,1.65,2000,97.888125,25679760.0,8965,2690,0,0,1,0,0
1131,6589cc568997406b55ed674f,16,16.0,,1000,165.445,43656000.0,20930,26883,0,0,1,0,0
1132,6589cc568997406b55ed6750,16,15.6,1.05,1000,58.961782,26399760.0,5125,2690,0,1,0,1,0
1135,6589cc568997406b55ed6755,16,14.0,1.7,1000,85.3866,49536000.0,15486,17090,0,0,1,0,0
1138,6589cc578997406b55ed675b,16,17.3,1.35,2000,107.30496,28127760.0,12205,2690,0,1,0,1,0
1146,6589cc588997406b55ed6767,16,13.3,1.13,250,83.55952,15576000.0,4769,2690,0,1,0,0,0
1152,6589cc588997406b55ed676e,16,15.6,3.18,1000,,18456000.0,5002,2690,0,0,1,0,0
1155,6589cc598997406b55ed6772,16,16.0,,500,,23976000.0,9960,2690,0,0,1,0,0
1157,6589cc598997406b55ed6775,32,14.5,1.65,2000,77.95851,52296000.0,19204,19573,0,0,1,0,0
1167,6589cc5a8997406b55ed6788,32,13.3,0.99,4000,65.216393,40536000.0,12205,2690,0,0,0,1,1
1170,6589cc5b8997406b55ed678e,16,16.0,1.2,1000,87.805608,23976000.0,9960,2690,0,1,0,1,0
1173,6589cc5b8997406b55ed6791,16,15.6,2.2,1000,123.338336,29519760.0,15486,26883,0,0,1,0,0
1188,6589cc5d8997406b55ed67a9,32,14.0,1.32,1000,78.20001,23999760.0,7915,2690,0,0,0,1,0
1192,6589cc5e8997406b55ed67b1,16,13.4,1.18,1000,53.999624,46296000.0,19204,14693,0,1,0,1,0
1205,6589cc5f8997406b55ed67c2,16,16.0,,1000,,33837600.0,20930,19573,0,0,1,0,0
1209,6589cc608997406b55ed67cc,16,17.0,1.35,500,113.86767,32879760.0,9960,2690,0,1,0,1,0
1212,6589cc618997406b55ed67d8,16,15.6,4.56,500,89.683128,38880000.0,15486,12960,0,1,0,1,0
1213,6589cc618997406b55ed67d7,32,14.0,1.35,4000,78.190386,32856000.0,15585,2690,0,0,0,1,1
1214,6589cc618997406b55ed67d9,32,15.6,1.66,1000,108.563751,21576000.0,8018,2690,0,0,1,0,0
1233,6589cc648997406b55ed6805,64,14.0,0.97,1000,60.745338,25656000.0,5002,2690,0,0,0,1,0
1234,6589cc658997406b55ed6807,64,16.0,2.1,2000,119.210256,72696000.0,19204,34630,0,0,1,0,0
1250,6589cc688997406b55ed682d,64,16.0,4.94,8000,171.253602,116399760.0,34939,38875,0,0,1,1,1
1251,6589cc688997406b55ed682e,24,16.0,2.22,2000,136.5,75840000.0,16894,23757,0,0,1,0,0
1255,6589cc688997406b55ed683b,48,14.5,1.65,2000,77.95851,52776000.0,19204,19573,0,0,1,0,0
1260,6589cc698997406b55ed6843,64,15.6,2.25,4000,141.24348,62376000.0,19204,26883,0,0,1,0,0
1268,6589cc6a8997406b55ed6850,8,13.3,1.23,500,58.990554,18959760.0,5002,2690,0,1,1,0,0
1272,6589cc6b8997406b55ed6857,16,15.6,1.66,500,100.8,18959760.0,8018,2690,0,0,1,0,0
1273,6589cc6b8997406b55ed685a,64,15.6,2.1,4000,97.085755,71976000.0,16894,23757,0,0,1,0,0
1279,6589cc6c8997406b55ed6867,8,13.5,1.21,500,69.04737,12936000.0,5002,2690,0,1,0,0,0
1280,6589cc6c8997406b55ed6868,8,14.0,1.25,250,,11496000.0,2204,2690,0,1,0,0,0
1281,6589cc6c8997406b55ed6869,16,14.5,1.65,1000,77.95851,43176000.0,19204,19573,0,0,1,0,0
1285,6589cc6c8997406b55ed6871,32,17.3,4.93,1000,178.238268,41976000.0,16894,17090,0,0,1,1,1
1293,6589cc6e8997406b55ed6883,8,14.0,1.19,1000,69.818616,22416000.0,5002,2690,0,1,0,0,0
1294,6589cc6f8997406b55ed6885,16,13.3,0.99,500,65.216393,19157520.0,9649,2690,0,1,0,1,0
1313,6589cc718997406b55ed68a6,32,14.0,1.78,1000,76.79217,63599759.0,17509,26883,0,0,1,0,0
1314,6589cc718997406b55ed68a9,32,15.6,1.65,1000,97.888125,29736000.0,8965,2690,0,0,1,0,0
1318,6589cc728997406b55ed68b0,16,15.6,1.77,1250,109.53852,11784000.0,5002,2690,0,0,1,0,0
1330,6589cc748997406b55ed68ce,16,13.4,1.27,500,52.794384,27599520.0,5481,2690,0,1,0,1,0
1332,6589cc758997406b55ed68d6,16,15.6,4.85,1000,135.052056,26387760.0,12472,17090,0,1,0,1,0
1341,6589cc778997406b55ed68e7,32,15.6,1.65,1000,97.888125,22680000.0,8965,2690,0,0,1,0,0
1348,6589cc788997406b55ed68f8,32,16.0,1.98,2000,172.90988,59952000.0,30000,26883,0,0,1,0,0
1349,6589cc788997406b55ed68fb,64,15.6,1.91,1000,87.290382,71640000.0,19204,19573,0,0,1,0,0
1353,6589cc788997406b55ed6900,32,15.6,2.25,1000,141.24348,33336000.0,15486,17090,0,0,1,0,0
1360,6589cc7a8997406b55ed690d,16,17.3,1.35,1000,107.30496,29975760.0,12205,2690,0,1,0,1,0
1363,6589cc7a8997406b55ed6911,16,16.0,2.0,1000,104.355108,45552000.0,16894,23757,0,0,1,0,0
1366,6589cc7b8997406b55ed691a,8,13.3,1.3,1000,55.68,27576000.0,5002,2690,0,1,0,0,0
1367,6589cc7b8997406b55ed691b,32,14.0,1.54,2000,83.0592,26399760.0,7915,2690,0,0,1,0,0
1373,6589cc7c8997406b55ed692b,32,14.5,1.65,4000,77.95851,57000000.0,19204,19573,0,0,1,0,0
1385,6589cc7e8997406b55ed6945,16,16.0,1.87,1000,101.714258,23999760.0,7915,2690,0,0,1,0,0
1402,6589cc808997406b55ed6960,16,13.0,0.9,500,51.87347,21599760.0,4235,2690,0,1,0,0,0
1405,6589cc808997406b55ed6963,16,15.6,1.77,500,150.0,25656000.0,8018,2690,0,0,1,0,0
1408,6589cc818997406b55ed696a,16,13.4,1.3,2000,63.779276,31199760.0,14059,10181,0,1,0,1,0
