_id,Processor (CPU),Graphics card (GPU),Memory (RAM),Screen size,Screen resolution,Weight,Hard drives,Size (length x width x height),Operating system (OS),Release date,Amazon.com Lowest New Price,Name
6589cd388997406b55ed7255,Intel Core i3-1115G4,,20gb,15.6″,Full HD(1920 x 1080 pixels),4.19 lbs(1.9 kg),1000gb SSD,14.31 x 9.39 x 0.7 inches,Windows 11,"October 8, 2023",$529.99,Acer Aspire 5 15″ (Aspire)
6589cd388997406b55ed7256,Intel Core i5-1135G7,,8gb,15.6″,Full HD(1920 x 1080 pixels),6.5 lbs(2.95 kg),250gb SSD,14.13 x 8.98 x 0.72 inches,Windows 11 Home,"March 20, 2022",$595.61,HP Envy 15″ (X360)
6589cd388997406b55ed7257,Intel Core i9-13950HX,GeForce RTX 4070,32gb,16″,Quad HD Plus(3200 x 1800 pixels),5.24 lbs(2.38 kg),4000gb SSD,14.09 x 10.51 x 0.92 inches,Windows 11 Pro,"June 18, 2023","$3,149.00",EXcaliberPC MSI 16″ (Raider GE68HX 13VG-047US)
6589cd388997406b55ed7258,Intel Core i5 Series,Intel HD 4400,16gb,14.1″,,3.6 lbs(1.63 kg),500gb SSD,13.2 x 9.1 x 0.8 inches,Windows 10 Pro,"November 1, 2019",$290.00,Dell Latitude E7440 14″
6589cd388997406b55ed7259,Intel Core i7-12700H,GeForce RTX 3070 Ti,16gb,17.3″,Full HD(1920 x 1080 pixels),5.59 lbs(2.54 kg),1000gb SSD,15.7 x 10 x 1.1 inches,Windows 11 Home,"February 8, 2022","$2,195.00",Gigabyte AORUS 17 XE4 (AORUS 17 XE4-73US514SH)
6589cd388997406b55ed725a,Intel Core i7-1255U,,8gb,14.1″,Full HD(1920 x 1080 pixels),3.65 lbs(1.66 kg),250gb SSD,12.75 x 9.8 x 0.8 inches,Windows 11,"May 21, 2023",$429.99,Gateway GWTC 14″
6589cd388997406b55ed725b,Intel Core i7-1065G7,Intel Iris Plus,8gb,15.6″,Full HD(1920 x 1080 pixels),4.6 lbs(2.09 kg),500gb SSD,14.31 x 9.86 x 0.71 inches,Windows 10 Home,"October 4, 2020","$1,288.00",Acer Aspire 5 A515-55-75NC (NX.HSPAA.005)
6589cd388997406b55ed725c,AMD Ryzen 5 3450U,Radeon Vega 8 Mobile,8gb,15.6″,Full HD(1920 x 1080 pixels),3.93 lbs(1.78 kg),250gb SSD,14.33 x 9.8 x 0.78 inches,Windows 11 Home,"August 29, 2023",$599.99,Dell Inspiron 3000 15″ (I3505)
6589cd398997406b55ed725d,Intel Core i5-1035G1,,12gb,17.3″,HD Plus(1600 x 900 pixels),4.84 lbs(2.2 kg),"120gb SSD, 1000gb HDD",15.83 x 11.07 x 0.78 inches,Windows 11,"March 12, 2022",$678.00,Lenovo IdeaPad 3 17 (IdeaPad3)
6589cd398997406b55ed725e,Intel Core i5-1035G4,Intel Iris Plus,,12.3″,,1.8 lbs(0.82 kg),,11.5 x 7.9 x 0.33 inches,,"May 15, 2021",$658.18,Microsoft PUV-00001 Surface Pro 7 12″ (E2MSPUV00001)
6589cd398997406b55ed725f,Intel Core i7-12700H,GeForce RTX 3060,16gb,17.3″,Full HD(1920 x 1080 pixels),6.61 lbs(3 kg),500gb SSD,15.72 x 11.63 x 1.09 inches,,"August 18, 2022","$1,681.51",Acer Predator Helios 300 17″ (NH.QGVAA.001)
6589cd398997406b55ed7260,AMD Ryzen 9 6900HS,Radeon RX 6700S,40gb,14″,WQXGA(2560 x 1600 pixels),3.64 lbs(1.65 kg),1000gb SSD,12.76 x 8.74 x 0.7 inches,Windows 11 Pro,"October 9, 2023","$1,939.00",HIDevolution ASUS ROG Zephyrus G14 Advantage Edition GA402RJ (GA402RJ-G14.R96700-HID9P)
6589cd398997406b55ed7261,Intel Core i5-1135G7,Intel Iris Xe,8gb,13.5″,2k(2256 x 1504 pixels),2.79 lbs(1.27 kg),120gb SSD,12.1 x 8.8 x 0.57 inches,Windows 11,"July 20, 2023","$1,219.99",Microsoft Surface Surface 4 13″ (Surface)
6589cd398997406b55ed7262,Intel Core i3-1125G4,Intel UHD Graphics,16gb,14″,HD(1366 x 768 pixels),3.3 lbs(1.5 kg),500gb SSD,12.68 x 8.23 x 0.8 inches,Windows 11 Home,"January 18, 2022","$1,069.00",HP Pavilion x360 14 2-in-1
6589cd398997406b55ed7263,Intel Celeron N4020,Intel UHD Graphics,4gb,15.6″,Full HD(1920 x 1080 pixels),3.46 lbs(1.57 kg),120gb SSD,14.18 x 9.31 x 0.71 inches,Windows 11 Home,"November 16, 2023",$274.00,ASUS Vivobook 15″
6589cd398997406b55ed7264,Intel Core i7-13620H,GeForce RTX 4060,64gb,16″,Quad HD Plus(3200 x 1800 pixels),4.98 lbs(2.26 kg),4000gb SSD,14.13 x 10.2 x 0.94 inches,Windows 11 Pro,"May 15, 2023","$2,349.00",MSI Creator M16 (M16 B13VF)
6589cd398997406b55ed7265,Intel Core i3-1115G4,Intel UHD Graphics,4gb,14″,Full HD(1920 x 1080 pixels),3.63 lbs(1.65 kg),120gb SSD,12.7 x 9.8 x 0.75 inches,Windows 11,"February 16, 2021",$379.99,Lenovo IdeaPad Flex 5 2-in-1 14″ (Flex5-14-ryzen3)
6589cd398997406b55ed7266,Intel Core i7-12650H,GeForce RTX 3070,16gb,15.6″,Full HD(1920 x 1080 pixels),4.82 lbs(2.19 kg),500gb SSD,14.5 x 11 x 1 inches,Windows 11 Pro,"October 5, 2022","$1,399.00",ASUS TUF Dash 15″
6589cd398997406b55ed7267,Intel Core i5 Series,,8gb,14″,,3.81 lbs(1.73 kg),250gb SSD,13.4 x 9.4 x 0.8 inches,Windows,"May 5, 2019","$1,000.00",HP 3XJ75UT 14″ (ABA)
6589cd3a8997406b55ed7268,Intel Core i5-1135G7,,8gb,14″,Full HD(1920 x 1080 pixels),4.6 lbs(2.09 kg),250gb SSD,,Windows 11 Home,"February 12, 2021",$429.00,Lenovo IdeaPad 3 14″ (IdeaPad)
6589cd3a8997406b55ed7269,AMD Ryzen 5 3450U,Integrated graphics,12gb,15.6″,Full HD(1920 x 1080 pixels),3.96 lbs(1.8 kg),2000gb SSD,14.8 x 9.6 x 0.8 inches,Windows 10 Home,"September 16, 2023","$1,354.00",Gateway GWTN156-4GR
6589cd3a8997406b55ed726a,Intel Core i7-11800H,GeForce RTX 3070,32gb,15.6″,Full HD(1920 x 1080 pixels),4.8 lbs(2.18 kg),1000gb SSD,14 x 9.6 x 1.06 inches,Windows 10 Pro,"April 18, 2023","$2,829.00",Gigabyte AORUS 15P
6589cd3a8997406b55ed726b,AMD Ryzen 9 7945HX,GeForce RTX 4090,32gb,16″,Quad HD Plus(3200 x 1800 pixels),4.85 lbs(2.2 kg),4000gb SSD,13.98 x 10.47 x 1.17 inches,Windows 11 Pro,"October 6, 2023","$4,529.00",XOTIC ROG Zephyrus Duo 16 (GX650PYXS97)
6589cd3a8997406b55ed726c,Intel Core i3-1115G4,Intel UHD Graphics,8gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),120gb SSD,14.09 x 9.47 x 0.81 inches,Chrome OS,"October 20, 2022","$1,172.74",Acer Chromebook Enterprise 515 (NX.AYFAA.002)
6589cd3a8997406b55ed726d,Intel Core i9-12900H,GeForce RTX 3070 Ti,64gb,15.6″,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),4000gb SSD,14.13 x 10.2 x 0.94 inches,Windows 11 Pro,"November 28, 2023","$1,729.00",MSI Katana GF66 15″
6589cd3a8997406b55ed726e,Intel Core i5-12500H,GeForce RTX 3050,32gb,17.3″,Full HD(1920 x 1080 pixels),7 lbs(3.18 kg),1000gb SSD,,Windows 11 Home,"February 12, 2023","$1,159.00",Acer Nitro 5 17″ (AN51-53E5)
6589cd3a8997406b55ed726f,Intel Pentium Series,Intel UHD Graphics 605,4gb,14″,HD(1366 x 768 pixels),3.5 lbs(1.59 kg),120gb SSD,,Windows 11,"February 22, 2023",$249.00,Lenovo Ideapad 1i 14″
6589cd3a8997406b55ed7270,Intel Pentium Silver N5030,Intel UHD Graphics 605,4gb,14″,HD(1366 x 768 pixels),2.87 lbs(1.3 kg),150gb SSD,12.8 x 8.52 x 0.7 inches,Windows 11,"August 22, 2023",$209.00,Lenovo IdeaPad 1i 14″
6589cd3a8997406b55ed7271,AMD Ryzen 5 5500U,GeForce MX450,8gb,14″,Full HD(1920 x 1080 pixels),2.87 lbs(1.3 kg),1000gb SSD,12.56 x 8.27 x 0.66 inches,Windows 11,"June 22, 2023",$649.00,ASUS ZenBook 14″
6589cd3a8997406b55ed7272,Apple M3 Max 14 Core,,36gb,16″,,5 lbs(2.27 kg),500gb SSD,14.01 x 9.77 x 0.66 inches,macOS,"December 15, 2023","$3,299.00",Apple MacBook Z1AF0019W 16″
6589cd3b8997406b55ed7273,Intel Core i5-1335U,Intel UHD Graphics,16gb,16″,Full HD Plus(2160 x 1440 pixels),3.9 lbs(1.77 kg),1000gb SSD,14 x 9.8 x 0.78 inches,Windows 11 Pro,"October 11, 2023",$869.00,Lenovo ThinkPad E16 Gen 1 (ThinkPad)
6589cd3b8997406b55ed7274,AMD Ryzen 7 6800H,GeForce RTX 3070 Ti,32gb,15.6″,Quad HD(2560 x 1440 pixels),5.51 lbs(2.5 kg),2000gb SSD,14.19 x 10.67 x 1.06 inches,Windows 11,"August 23, 2023","$1,305.99",Acer Nitro 5 15″ (AN515)
6589cd3b8997406b55ed7276,Intel Core i5-11260H,GeForce RTX 3050,8gb,16.1″,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),500gb SSD,14.57 x 10.24 x 0.93 inches,Windows 11,"June 26, 2021",$729.00,HP Victus 16 (3M64UAABA)
6589cd3b8997406b55ed7275,Intel Core i9-13900H,GeForce RTX 4070,32gb,15.6″,Full HD(1920 x 1080 pixels),7.6 lbs(3.45 kg),1000gb SSD,14.13 x 10.2 x 0.98 inches,Windows 11 Home,"June 28, 2023","$1,529.00",MSI Katana 15 (131007)
6589cd3b8997406b55ed7277,Intel Core i7-12700H,GeForce RTX 3060,16gb,17.3″,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),1000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11 Pro,"July 25, 2022","$1,599.00",MSI GE76 Raider 17″
6589cd3b8997406b55ed7278,AMD Ryzen 5 5625U,,16gb,14″,Full HD(1920 x 1080 pixels),5.3 lbs(2.4 kg),250gb SSD,12.7 x 8.6 x 0.7 inches,,"July 10, 2023",$679.60,Lenovo ThinkBook 14 G4 ABA (21DK000JUS)
6589cd3b8997406b55ed7279,AMD Ryzen 7 5800H,Integrated graphics,40gb,17.3″,Full HD(1920 x 1080 pixels),4.6 lbs(2.09 kg),500gb SSD,15.75 x 9.89 x 1 inches,Windows 11 Pro,"October 16, 2023","$1,109.99",ASUS Vivobook 17X
6589cd3b8997406b55ed727a,Intel Core i3-1115G4,,20gb,14″,Full HD(1920 x 1080 pixels),3.31 lbs(1.5 kg),1000gb SSD,12.88 x 9.49 x 0.78 inches,Windows 11 Home,"March 11, 2023",$370.00,Lenovo IdeaPad 3 14″
6589cd3b8997406b55ed727b,Intel Core i7-11800H,GeForce RTX 3060,32gb,15.6″,4k(3840 x 2160 pixels),4.62 lbs(2.1 kg),2000gb SSD,14.11 x 9.76 x 0.78 inches,Windows 11,"March 20, 2022","$1,879.00",HIDevolution MSI Creator 15 A11UE (MS-Creator15491-HID9)
6589cd3b8997406b55ed727c,Intel Core i7-1355U,Intel Iris Graphics,64gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),4000gb SSD,14.18 x 9.21 x 0.7 inches,Windows 11 Home,"September 25, 2023","$1,169.00",HP Pavilion 15 (15t-eg2)
6589cd3b8997406b55ed727d,Intel Core i7-13700H,GeForce RTX 4050,32gb,16″,Quad HD Plus(3200 x 1800 pixels),4.19 lbs(1.9 kg),4000gb SSD,14.09 x 10.18 x 0.66 inches,Windows 11 Pro,"June 5, 2023","$2,189.00",HIDevolution 2023 MSI Prestige 16Studio A13VE Urban Silver (MS-PRE1613040-HID3)
6589cd3b8997406b55ed727e,Intel Core i5-1155G7,Intel UHD Graphics,32gb,15.6″,Full HD(1920 x 1080 pixels),4.08 lbs(1.85 kg),2000gb SSD,14.11 x 9.27 x 0.83 inches,Windows 11 Pro,"January 24, 2023",$659.00,Dell Inspiron 15 3000 3520 (I3520)
6589cd3b8997406b55ed727f,AMD Ryzen 5 5600H,GeForce RTX 3050,16gb,15.6″,Full HD(1920 x 1080 pixels),4.84 lbs(2.2 kg),1000gb SSD,14.16 x 9.92 x 0.95 inches,Windows 10 Home,"October 28, 2021",$899.00,Lenovo IdeaPad 15″
6589cd3c8997406b55ed7280,Intel Celeron N4020,Intel UHD Graphics 600,16gb,14″,HD(1366 x 768 pixels),,320gb SSD,12.8 x 8.7 x 0.71 inches,Windows 11,"November 1, 2023",$318.88,HP Stream 14
6589cd3c8997406b55ed7281,Intel Core i7-1185G7,Intel Iris Xe,32gb,14″,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),1000gb SSD,12.6 x 8.5 x 0.63 inches,Windows 10 Home,"November 20, 2022",$865.94,MSI Prestige 14 EVO (PRE14EVOM217)
6589cd3c8997406b55ed7282,Intel Core i7-12700H,GeForce RTX 3070 Ti,64gb,16″,WQUXGA(3840 x 2400 pixels),5 lbs(2.27 kg),2x 4000gb SSD,14.02 x 9.78 x 0.88 inches,Windows 11 Home,"April 18, 2023","$3,119.00",Gigabyte AERO 16
6589cd3c8997406b55ed7283,AMD Ryzen 5 5625U,,16gb,15.6″,Full HD(1920 x 1080 pixels),4.41 lbs(2 kg),500gb SSD,14.1 x 9.1 x 0.7 inches,Windows 11 Home,"March 12, 2021",$679.88,HP Envy 15″
6589cd3c8997406b55ed7284,Intel Core i7-10750H,GeForce GTX 1650 Ti,16gb,15.6″,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),8000gb SSD,14.21 x 10.16 x 0.98 inches,,"November 29, 2022","$2,269.00",HIDevolution EVOC NH581B 15″ (EV-NH58DEQ-HID27)
6589cd3c8997406b55ed7285,Intel Core i7-12700H,GeForce RTX 3070 Ti,32gb,16″,WQUXGA(3840 x 2400 pixels),5 lbs(2.27 kg),1000gb SSD,14.02 x 9.78 x 0.88 inches,Windows 11 Pro,"August 21, 2023","$1,954.00",Gigabyte AERO 16
6589cd3c8997406b55ed7286,Intel Core i3-1005G1,Intel UHD Graphics,8gb,15.6″,Full HD(1920 x 1080 pixels),4.08 lbs(1.85 kg),500gb SSD,14.26 x 9.98 x 0.78 inches,Windows 10 Pro,"August 25, 2022",$549.99,Lenovo IdeaPad 3 15″ (Ideapad 3i)
6589cd3c8997406b55ed7287,Intel Core i5-1135G7,Intel Iris Xe,12gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),500gb SSD,14.13 x 9.25 x 0.7 inches,Windows 10 Home,"October 29, 2021",$756.00,ASUS VivoBook 15 (K513EA-AB54)
6589cd3c8997406b55ed7288,AMD Ryzen 3 3250U,,16gb,14″,HD(1366 x 768 pixels),3.33 lbs(1.51 kg),1000gb HDD,,Windows 10 Home,"February 20, 2021",$633.20,HP 14
6589cd3c8997406b55ed7289,Intel Core i7-1360P,Intel Iris Xe,16gb,17″,WQXGA(2560 x 1600 pixels),2.98 lbs(1.35 kg),1000gb SSD,14.97 x 10.24 x 0.7 inches,Windows 11 Home,"July 17, 2023","$1,129.99",LG Gram 17″
6589cd3c8997406b55ed728a,Intel Core i3-1115G4,Intel UHD Graphics,8gb,17.3″,HD(1366 x 768 pixels),4.9 lbs(2.22 kg),250gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11 Home,"May 22, 2022",$609.00,HP 17
6589cd3d8997406b55ed728b,Intel Core i5-1035G4,Intel Iris Plus,16gb,13.5″,2k(2256 x 1504 pixels),2.65 lbs(1.2 kg),500gb SSD,11.81 x 9.25 x 0.59 inches,,"July 25, 2020","$1,589.00",Acer Spin 5 13″ (NX.HQUAA.005)
6589cd3d8997406b55ed728c,AMD Ryzen 7 6800U,,16gb,16″,4k(3840 x 2160 pixels),2.58 lbs(1.17 kg),1000gb SSD,14 x 10 x 1 inches,Windows 11 Home,"February 16, 2023","$1,056.99",Acer Swift Edge 16″
6589cd3d8997406b55ed728d,AMD Ryzen 5 Series,,,15″,,3.4 lbs(1.54 kg),500gb SSD,14.6 x 10.76 x 2.12 inches,Windows 11,"December 10, 2021",$814.99,Microsoft Surface 4 15″ (TFF-00024)
6589cd3d8997406b55ed728e,Intel Core i7-12700H,GeForce RTX 3070,16gb,15.6″,Quad HD(2560 x 1440 pixels),5.5 lbs(2.49 kg),1000gb SSD,14.1 x 10.2 x 1 inches,Windows 11 Home,"June 20, 2022","$2,999.00",MSI Rainbow 6 Special Edition Crosshair15
6589cd3d8997406b55ed728f,Intel Core i5-1235U,Intel UHD Graphics,64gb,16″,Full HD Plus(2160 x 1440 pixels),4.12 lbs(1.87 kg),1000gb SSD,14.05 x 9.92 x 0.72 inches,Windows 11 Home,"August 6, 2023",$799.99,Dell Inspiron 16 5620 (Inspiron)
6589cd3d8997406b55ed7290,AMD Ryzen 7 5800H,Integrated graphics,24gb,17.3″,Full HD(1920 x 1080 pixels),4.6 lbs(2.09 kg),500gb SSD,15.75 x 9.89 x 1 inches,Windows 11 Pro,"October 16, 2023",$989.99,ASUS Vivobook 17X
6589cd3d8997406b55ed7291,Intel Core i7-1255U,,16gb,16″,Quad HD(2560 x 1440 pixels),4.63 lbs(2.1 kg),1000gb SSD,14.09 x 9.99 x 0.74 inches,Windows 11,"June 29, 2023",$769.00,Lenovo Flex 5 16″ (IdeaPad Flex 5)
6589cd3d8997406b55ed7292,Intel Core i5-1135G7,Intel Iris Xe,8gb,14″,Full HD(1920 x 1080 pixels),3.09 lbs(1.4 kg),500gb SSD,12.65 x 8.51 x 0.7 inches,Windows 10 Home,"May 29, 2021",$713.87,Dell Inspiron 14 5402 (6YC1N)
6589cd3d8997406b55ed7293,Intel Core i3-1115G4,Intel UHD Graphics,12gb,15.6″,HD(1366 x 768 pixels),3.75 lbs(1.7 kg),500gb SSD,14.26 x 9.98 x 0.78 inches,Windows 11 Home,"March 15, 2023",$399.98,Lenovo IdeaPad 3 15″
6589cd3d8997406b55ed7294,Intel Pentium Series,,8gb,15.6″,HD(1366 x 768 pixels),3.93 lbs(1.78 kg),120gb SSD,14.11 x 9.53 x 0.78 inches,Windows 11 Home,"October 10, 2023",$379.00,HP 15
6589cd3d8997406b55ed7295,Intel Core i5-1035G7,Intel Iris Plus,8gb,17″,WQXGA(2560 x 1600 pixels),2.98 lbs(1.35 kg),500gb SSD,15 x 10.3 x 0.7 inches,,"May 27, 2021","$1,299.00",LG Gram 17Z90N (17Z90N-R.ARS6U1)
6589cd3e8997406b55ed7296,Intel Core i7-1165G7,Intel Iris Xe,32gb,15.6″,Full HD(1920 x 1080 pixels),4.02 lbs(1.82 kg),500gb SSD,14.13 x 8.98 x 0.72 inches,Windows 11 Home,"July 29, 2023","$1,369.00",HP Envy x360-15t
6589cd3e8997406b55ed7297,Intel Core i7-12700H,GeForce RTX 3080 Ti,64gb,15.6″,Quad HD(2560 x 1440 pixels),5.25 lbs(2.38 kg),2000gb SSD,14.09 x 10.51 x 0.92 inches,Windows 11 Pro,"November 1, 2022","$2,989.00",HIDevolution MSI Raider GE66 12UHS 15″ (MS-GE6612236-HID7P)
6589cd3e8997406b55ed7298,Intel Core i7-1165G7,Intel Iris Xe,32gb,17.3″,Full HD(1920 x 1080 pixels),6.02 lbs(2.73 kg),1000gb SSD,15 x 10 x 1 inches,Windows 10 Home,"April 23, 2021","$1,149.00",HP Envy 17t (17t-ch000)
6589cd3e8997406b55ed7299,Intel Core i5-11400H,GeForce GTX 1650,12gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),250gb SSD,,Windows 11 Home,"August 4, 2023",$678.99,MSI GF63 15″
6589cd3e8997406b55ed729a,Intel Core i5-1240P,Quadro T400,8gb,16″,WQXGA(2560 x 1600 pixels),4.18 lbs(1.9 kg),1000gb SSD,,,"November 11, 2022",$798.98,Lenovo Yoga 16″
6589cd3e8997406b55ed729b,Intel Core i7-13620H,GeForce RTX 4050,32gb,15.6″,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),1000gb SSD,14.13 x 10.2 x 0.98 inches,Windows 11,"June 21, 2023","$1,199.99",MSI Katana 15 (B13VEK-277US)
6589cd3e8997406b55ed729c,Intel Core i7-1255U,Intel Iris Xe,16gb,16″,WQXGA(2560 x 1600 pixels),4.62 lbs(2.1 kg),1000gb SSD,14.08 x 9.99 x 0.74 inches,Windows 11 Home,"July 3, 2023",$849.00,Lenovo IdeaPad Flex 5 2-in-1 16″ (IdeaPad)
6589cd3e8997406b55ed729d,Intel Core i7-12650H,GeForce RTX 3080 Ti,32gb,15.6″,Full HD(1920 x 1080 pixels),5.25 lbs(2.38 kg),4000gb SSD,14.09 x 10.51 x 0.92 inches,,"September 15, 2023","$2,899.00",HIDevolution MSI Vector GP66 12UHSO 15″ (MS-GP6612654-HID8)
6589cd3e8997406b55ed729e,Intel Core i7-13700H,Intel Iris Xe,16gb,14.5″,2880x1800(2880 x 1800 pixels),3.48 lbs(1.58 kg),2000gb SSD,12.67 x 8.88 x 0.66 inches,Windows 11 Home,"November 5, 2023","$1,099.99",ASUS Zenbook 14″ (Zenbook)
6589cd3e8997406b55ed729f,AMD Ryzen 3 3200U,Radeon Vega 3 Mobile,16gb,15.6″,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),250gb SSD,14.31 x 9.74 x 0.71 inches,Windows 11 Pro,"June 24, 2023",$569.00,Acer Aspire 5 15″ (A515)
6589cd3e8997406b55ed72a0,Intel Core i7-11800H,GeForce RTX 3060,32gb,15.6″,Full HD(1920 x 1080 pixels),4.63 lbs(2.1 kg),1000gb SSD,14.13 x 10.2 x 0.94 inches,Windows 10 Pro,"November 10, 2023","$1,654.00",HIDevolution 2021 MSI Crosshair 15 A11UEK (MS-Crosshair15205-HID7P)
6589cd3e8997406b55ed72a1,Intel Core i7-12650H,GeForce RTX 4060,64gb,15.6″,Full HD(1920 x 1080 pixels),4.37 lbs(1.98 kg),2000gb SSD,14.15 x 9.86 x 0.9 inches,Windows 11 Home,"August 20, 2023","$1,398.99",MSI Cyborg 15″ (Cyborg)
6589cd3e8997406b55ed72a2,Intel Core i5-1035G1,Intel HD Graphics,16gb,14.1″,Full HD(1920 x 1080 pixels),4.2 lbs(1.91 kg),250gb SSD,,Windows 11,"March 21, 2023",$449.99,Gateway GT14I510BL
6589cd3e8997406b55ed72a3,Intel Core i7-1260P,GeForce RTX 3050 Ti,16gb,16″,Quad HD Plus(3200 x 1800 pixels),7.04 lbs(3.19 kg),1000gb SSD,,Windows 11 Pro,"April 20, 2022","$1,999.00",MSI Summit E16 Flip (SUME1612007)
6589cd3e8997406b55ed72a4,AMD Ryzen 3 Series,Radeon Vega 8 Mobile,32gb,15.6″,Full HD(1920 x 1080 pixels),4.84 lbs(2.2 kg),1000gb SSD,14.26 x 9.98 x 0.78 inches,Windows 10 Pro,"December 11, 2021",$879.99,Lenovo IdeaPad 3 15″ (81W1009DUS)
6589cd3f8997406b55ed72a5,Intel Celeron N3450,Intel UHD Graphics,4gb,11.6″,HD(1366 x 768 pixels),2.7 lbs(1.22 kg),120gb SSD,11.83 x 8.36 x 0.85 inches,Windows 10 Pro,"June 19, 2021",$299.97,Lenovo 100e W10P 11″ (81CY0007US)
6589cd3f8997406b55ed72a6,AMD Ryzen 3 3350U,Radeon Vega 6,8gb,15.6″,Full HD(1920 x 1080 pixels),3.99 lbs(1.81 kg),250gb SSD,,Windows 11 Home,"March 31, 2022",$399.99,Acer Aspire 5 15″ (pc)
6589cd3f8997406b55ed72a7,Intel Core i7-12700H,,32gb,15.6″,4k(3840 x 2160 pixels),7.25 lbs(3.29 kg),1000gb SSD,14.4 x 9.8 x 0.89 inches,,"August 20, 2023","$2,575.31",Lenovo ThinkPad T15p Gen 3 (21DA000XUS)
6589cd3f8997406b55ed72a8,Intel Core i5 Series,Intel HD 6000,,11.6″,HD(1366 x 768 pixels),2.38 lbs(1.08 kg),"120gb SSD, 120gb HDD",,macOS,"February 25, 2023",$258.44,Apple MacBook Air MJVM2LL/A 11″ (AP.NB.B19154)
6589cd3f8997406b55ed72a9,AMD Ryzen 5 5625U,,12gb,17.3″,Full HD(1920 x 1080 pixels),4.79 lbs(2.17 kg),1000gb SSD,15.71 x 10.79 x 0.78 inches,Windows 11 Home,"April 13, 2023",$679.99,Lenovo IdeaPad 17″ (3)
6589cd3f8997406b55ed72ab,Intel Core i7-1165G7,Intel Iris Xe,8gb,14″,Full HD(1920 x 1080 pixels),3.15 lbs(1.43 kg),250gb SSD,12.76 x 8.49 x 0.78 inches,Windows 11,"April 1, 2023",$469.49,Lenovo ideapad 3i 14″ (ideapad)
6589cd3f8997406b55ed72aa,Intel Core i5-11300H,GeForce RTX 3050,8gb,15.6″,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),250gb SSD,15 x 10 x 1 inches,Windows 11 Home,"September 4, 2022",$669.99,Lenovo IdeaPad 15″
6589cd3f8997406b55ed72ac,Intel Atom x5-E8000,,4gb,11.6″,HD(1366 x 768 pixels),2.9 lbs(1.32 kg),32gb SSD,,Chrome OS,"December 3, 2019",$197.00,Samsung Chromebook 3 11″ (XE501C13-S02US)
6589cd3f8997406b55ed72ad,AMD Ryzen 7 5825U,,16gb,15.6″,Full HD(1920 x 1080 pixels),3.72 lbs(1.69 kg),500gb SSD,14.12 x 9.28 x 0.84 inches,Windows 10 Home,"July 28, 2023",$799.00,Dell Inspiron 3000 15″ (i3525)
6589cd408997406b55ed72ae,AMD Ryzen 5 Series,,8gb,14″,Full HD(1920 x 1080 pixels),3.3 lbs(1.5 kg),250gb SSD,16.65 x 10.08 x 2.52 inches,,"September 5, 2019",$506.74,ASUS VivoBook F412DA 14″
6589cd408997406b55ed72af,Intel Core i5-1035G1,,12gb,17″,HD Plus(1600 x 900 pixels),5.07 lbs(2.3 kg),1000gb HDD,,Windows 11 Home,"March 29, 2022",$514.15,ASUS Vivobook 17″
6589cd408997406b55ed72b0,Intel Core i3-1115G4,Intel UHD Graphics,8gb,15.6″,Full HD(1920 x 1080 pixels),3.7 lbs(1.68 kg),500gb SSD,14.02 x 9.23 x 0.69 inches,Windows 10 Home,"September 13, 2021",$399.00,Dell Inspiron 15 5000 (5503)
6589cd408997406b55ed72b1,MediaTek MT8183,,4gb,11.6″,HD(1366 x 768 pixels),2.98 lbs(1.35 kg),32gb SSD,10.7 x 8.5 x 0.68 inches,Chrome OS,"November 13, 2022",$237.99,Acer X360 Chromebook Spin 2-in-1 11″ (Spin 2-IN-1 Chromebook)
6589cd408997406b55ed72b2,AMD Ryzen 7 5800H,GeForce RTX 3060,16gb,15.6″,Full HD(1920 x 1080 pixels),,1000gb SSD,,Windows 10 Home,"September 28, 2021","$1,179.99",Dell G15 5515
6589cd408997406b55ed72b3,AMD Ryzen 7 7840HS,GeForce RTX 4060,64gb,15.6″,Full HD(1920 x 1080 pixels),5.29 lbs(2.4 kg),1000gb SSD,14.16 x 10.49 x 0.99 inches,Windows 11 Home,"August 28, 2023","$1,189.00",Lenovo LOQ 15″ (IdeaPad)
6589cd408997406b55ed72b4,Intel Core i5-10300H,GeForce RTX 3050,32gb,15.6″,Full HD(1920 x 1080 pixels),5.07 lbs(2.3 kg),1000gb SSD,14.31 x 10.04 x 0.94 inches,Windows 10 Home,"March 2, 2022",$899.00,Acer Nitro 15″
